장소유형코드,대상시설명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,제한속도,관리기관명,관리기관전화번호,관할경찰서명,CCTV설치여부,CCTV설치대수,보호구역도로폭,데이터기준일자,제공기관코드,제공기관명
01,봄날실버센터,서울특별시,강서구,11500,서울특별시 강서구 금낭화로 39,서울특별시 강서구 방화동 592-23,37.56892271,126.8114872,30,서울특별시 강서구,02-2600-4116,강서경찰서,N,,21,2020-06-30,3150000,서울특별시 강서구
02,늘푸른집,서울특별시,강서구,11500,서울특별시 강서구 금낭화로26가길 130,서울특별시 강서구 개화동 330,37.5842253,126.8115619,30,서울특별시 강서구,02-2600-4116,강서경찰서,N,,6~13,2020-06-30,3150000,서울특별시 강서구
01,참사랑실버케어센터,서울특별시,강서구,11500,서울특별시 강서구 까치산로 106,서울특별시 강서구 화곡동 970-2,37.54754411,126.8492826,30,서울특별시 강서구,02-2600-4116,강서경찰서,N,,7~10,2020-06-30,3150000,서울특별시 강서구
1,덕양노인종합복지회관,경기도,고양시,41280,경기도 고양시 덕양구 어울림로49,,37.64849256,126.8368591,50,경기도 고양시,031-8075-2967,고양경찰서,Y,1,,2020-07-06,3940000,경기도 고양시
1,일산노인종합복지회관,경기도,고양시,41280,경기도 고양시 일산동구 호수로 731,,37.66444643,126.7604431,30,경기도 고양시,031-8075-2967,일산동부경찰서,N,,,2020-07-06,3940000,경기도 고양시
1,대화노인종합복지회관,경기도,고양시,41280,경기도 고양시 일산서구 일산로778,,37.67447576,126.7481596,30,경기도 고양시,031-8075-2967,일산서부경찰서,N,,,2020-07-06,3940000,경기도 고양시
1,문촌9종합사회복지관,경기도,고양시,41280,경기도 고양시 일산서구 주엽로 156,,37.67221593,126.7601778,30,경기도 고양시,031-8075-2967,일산서부경찰서,N,,,2020-07-06,3940000,경기도 고양시
2,박애원,경기도,고양시,41280,경기도 고양시 일산동구 상지석길 441,,37.72682286,126.7949393,30,경기도 고양시,031-8075-2967,일산동부경찰서,N,,,2020-07-06,3940000,경기도 고양시
1,인천영락원,인천광역시,연수구,28185,인천광역시 연수구 청량로58,인천광역시 연수구 동춘동 796-6,37.4144066,126.6596722,30,인천광역시 연수구,032-749-8754,연수경찰서,Y,2,6~12,2020-01-31,3520000,인천광역시 연수구
1,노인복지관,인천광역시,연수구,28185,인천광역시 연수구 함박뫼로162,인천광역시 연수구 연수동 580,37.42182544,126.6849849,30,인천광역시 연수구,032-749-8754,연수경찰서,Y,2,16,2020-01-31,3520000,인천광역시 연수구
1,덕화노인요양원,인천광역시,연수구,28185,인천광역시 연수구 청량로109번길 95,인천광역시 연수구 동춘동 822,37.4149573,126.6540076,30,인천광역시 연수구,032-749-8754,연수경찰서,Y,3,6,2020-01-31,3520000,인천광역시 연수구
1,청로경로당,인천광역시,연수구,28185,인천광역시 연수구 청학로27번길 32-1,인천광역시 연수구 청학동 32-25,37.4298171,126.6617071,30,인천광역시 연수구,032-749-8754,연수경찰서,Y,3,6,2020-01-31,3520000,인천광역시 연수구
1,청학노인문화센터,인천광역시,연수구,28185,인천광역시 연수구 청학로12번길 53,인천광역시 연수구 청학동 539-2,37.4276785,126.6666124,30,인천광역시 연수구,032-749-8754,연수경찰서,Y,3,8,2020-01-31,3520000,인천광역시 연수구
1,청학골경로당,인천광역시,연수구,28185,인천광역시 연수구 솔샘로 101,인천광역시 연수구 청학동 114-2,37.4253982218,126.6631834901,30,인천광역시 연수구,032-749-8754,연수경찰서,Y,1,8~12,2020-01-31,3520000,인천광역시 연수구
1,농원경로당,인천광역시,연수구,28185,인천광역시 연수구 동곡재로156,인천광역시 연수구 동춘동 950-1,37.41351314,126.6661104,30,인천광역시 연수구,032-749-8754,연수경찰서,Y,5,6,2020-01-31,3520000,인천광역시 연수구
1,양지경로당,인천광역시,연수구,28185,인천광역시 연수구 옥련로99번길 61-8,인천광역시 연수구 옥련동 260-7,37.4277184,126.6522092,30,인천광역시 연수구,032-749-8754,연수경찰서,Y,2,6,2020-01-31,3520000,인천광역시 연수구
1,청학경로당,인천광역시,연수구,28185,인천광역시 연수구 계림로71-8,인천광역시 연수구 청학동 541-4,37.428608,126.6675337,30,인천광역시 연수구,032-749-8754,연수경찰서,Y,4,7,2020-01-31,3520000,인천광역시 연수구
2,명심원,인천광역시,연수구,28185,인천광역시 연수구 봉재산로68,인천광역시 연수구 동춘동 325-4,37.40568932,126.6650786,30,인천광역시 연수구,032-749-8754,연수경찰서,N,,9,2020-01-31,3520000,인천광역시 연수구
2,동심원,인천광역시,연수구,28185,인천광역시 연수구 봉재산로68,인천광역시 연수구 동춘동 325-4,37.40568932,126.6650786,30,인천광역시 연수구,032-749-8754,연수경찰서,N,,9,2020-01-31,3520000,인천광역시 연수구
1,구립종로노인종합복지관,서울특별시,종로구,16500,서울특별시 종로구 율곡로19길 17-8,서울특별시 종로구 이화동 25-1,37.576639,127.006031,30,서울시 종로구,02-2148-3275,서울혜화경찰서,Y,2,8~12,2020-06-30,3000000,서울특별시 종로구
1,서울노인복지센터,서울특별시,종로구,13400,서울특별시 종로구 삼일대로467,서울특별시 종로구 경운동 90-3,37.575911,126.9858539774,50,서울시 종로구,02-2148-3275,서울종로경찰서,Y,5,40,2020-06-30,3000000,서울특별시 종로구
1,종로노인종합복지관 무악센터,서울특별시,종로구,18700,서울특별시 종로구 통일로16길8-3,서울특별시 종로구 무악동 60-2,37.5763239335,126.9573670180,30,서울시 종로구,02-2148-3275,서울종로경찰서,Y,2,5~6,2020-06-30,3000000,서울특별시 종로구
1,락희거리,서울특별시,종로구,13700,서울특별시 종로구 종로17길 40,서울특별시 종로구 낙원동 221,37.572046,126.9883315016,30,서울시 종로구,02-2148-3275,서울종로경찰서,Y,1,10~12,2020-06-30,3000000,서울특별시 종로구
1,종모광장공원 동측,서울특별시,종로구,15700,서울특별시 종로구 동순라길 8,서울특별시 종로구 인의동167,37.5712067256,126.9966493628,30,서울시 종로구,02-2148-3275,서울혜화경찰서,N,,12~16,2020-06-30,3000000,서울특별시 종로구
1,운니경로당,서울특별시,종로구,13200,서울특별시 종로구 삼일대로32길 51,서울특별시 종로구 운니동60,37.575606,126.989815,30,서울시 종로구,02-2148-3275,서울종로경찰서,Y,5,8,2020-06-30,3000000,서울특별시 종로구
01,구세군남동평강의마을,인천광역시,남동구,28200,인천광역시 남동구 고잔로 20,인천광역시 남동구 고잔동 186,37.394827,126.716276,30,인천광역시 남동구,032-453-2686,논현경찰서,N,,,2020-07-08,3530000,인천광역시 남동구
01,남동구노인복지회관,인천광역시,남동구,28200,인천광역시 남동구 문화서로62번길 13,인천광역시 남동구 구월동 1114-12,37.4510106448,126.697247,30,인천광역시 남동구,032-453-2686,남동경찰서,N,,,2020-07-08,3530000,인천광역시 남동구
01,초도노인요양원,인천광역시,남동구,28200,인천광역시 남동구 호구포로739번길 19,인천광역시 남동구 구월동 1232,37.4482133389,126.717323,30,인천광역시 남동구,032-453-2686,남동경찰서,N,,,2020-07-08,3530000,인천광역시 남동구
01,남동노인복지센터(소망의집),인천광역시,남동구,28200,인천광역시 남동구 논현고잔로88번길 35,인천광역시 남동구 고잔동 311-4,37.390718,126.714606,30,인천광역시 남동구,032-453-2686,논현경찰서,Y,,,2020-07-08,3530000,인천광역시 남동구
01,인천노인복지센터,인천광역시,남동구,28200,인천광역시 남동구 용천로 142,인천광역시 남동구 간석동 34-4,37.462238,126.7148864567,30,인천광역시 남동구,032-453-2686,남동경찰서,Y,,,2020-07-08,3530000,인천광역시 남동구
01,성화은혜원,인천광역시,남동구,28200,인천광역시 남동구 서판로53번길 15,인천광역시 남동구 만수동 839-8,37.464604,126.7258192140,30,인천광역시 남동구,032-453-2686,남동경찰서,Y,,,2020-07-08,3530000,인천광역시 남동구
01,성녀모니카의집,인천광역시,남동구,28200,인천광역시 남동구 인주대로 819,인천광역시 남동구 구월동 1318-3,37.448855,126.728269,30,인천광역시 남동구,032-453-2686,남동경찰서,N,,,2020-07-08,3530000,인천광역시 남동구
01,예랑의집,인천광역시,남동구,28200,인천광역시 남동구 구월말로4번길 9-23,인천광역시 남동구 구월동 1313-1,37.4503068713,126.724834,30,인천광역시 남동구,032-453-2686,남동경찰서,Y,,,2020-07-08,3530000,인천광역시 남동구
01,고잔경로당,인천광역시,남동구,28200,인천광역시 남동구 앵고개로697번길 59,인천광역시 남동구 고잔동 310-6,37.3915087759,126.715106,30,인천광역시 남동구,032-453-2686,논현경찰서,Y,,,2020-07-08,3530000,인천광역시 남동구
01,성마을경로당,인천광역시,남동구,28200,인천광역시 남동구 인주대로604번길 45,인천광역시 남동구 구월동 1152-14,37.447701,126.703963,30,인천광역시 남동구,032-453-2686,남동경찰서,Y,,,2020-07-08,3530000,인천광역시 남동구
01,구월4동경로당,인천광역시,남동구,28200,인천광역시 남동구 모래내로 26,인천광역시 남동구 구월동 349-753,37.4540137619,126.722591,30,인천광역시 남동구,032-453-2686,남동경찰서,Y,,,2020-07-08,3530000,인천광역시 남동구
01,신남촌경로당,인천광역시,남동구,28200,인천광역시 남동구 남촌동로45번길 4,인천광역시 남동구 남촌동 341-2,37.431526,126.713801,30,인천광역시 남동구,032-453-2686,논현경찰서,N,,,2020-07-08,3530000,인천광역시 남동구
01,남촌경로당,인천광역시,남동구,28200,인천광역시 남동구 남촌동로26번길 20,인천광역시 남동구 남촌동 376,37.432921,126.716038,30,인천광역시 남동구,032-453-2686,논현경찰서,Y,,,2020-07-08,3530000,인천광역시 남동구
01,소래경로당,인천광역시,남동구,28200,인천광역시 남동구 장도로 55,인천광역시 남동구 논현동 111-303,37.4007039829,126.737431,30,인천광역시 남동구,032-453-2686,논현경찰서,Y,,,2020-07-08,3530000,인천광역시 남동구
01,만수5동경로당,인천광역시,남동구,28200,인천광역시 남동구 구월말로58번길 61-2,인천광역시 남동구 만수동 945-13,37.453947,126.728569,30,인천광역시 남동구,032-453-2686,남동경찰서,Y,,,2020-07-08,3530000,인천광역시 남동구
01,수산경로당,인천광역시,남동구,28200,인천광역시 남동구 구수골로 7,인천광역시 남동구 수산동 372,37.432682,126.7313005617,30,인천광역시 남동구,032-453-2686,논현경찰서,Y,,,2020-07-08,3530000,인천광역시 남동구
01,운연경로당,인천광역시,남동구,28200,인천광역시 남동구 음실로 70,인천광역시 남동구 운연동 271-1,37.437244,126.766726,30,인천광역시 남동구,032-453-2686,논현경찰서,N,,,2020-07-08,3530000,인천광역시 남동구
01,도림경로당,인천광역시,남동구,28200,인천광역시 남동구 도림북로 49,인천광역시 남동구 도림동 22-3,37.426153,126.7333167565,30,인천광역시 남동구,032-453-2686,논현경찰서,Y,,,2020-07-08,3530000,인천광역시 남동구
01,논현종합사회복지관,인천광역시,남동구,28200,인천광역시 남동구 호구포로 292,인천광역시 남동구 논현동 581-4,37.4081622735,126.7132437394,30,인천광역시 남동구,032-453-2686,논현경찰서,N,,,2020-07-08,3530000,인천광역시 남동구
01,인천노인종합문화회관,인천광역시,남동구,28200,인천광역시 남동구 용천로205번길 21,인천광역시 남동구 간석동 55-1,37.4683816060,126.7129370055,30,인천광역시 남동구,032-453-2686,남동경찰서,Y,,,2020-07-08,3530000,인천광역시 남동구
01,구월2동 경로당,인천광역시,남동구,28200,인천광역시 남동구 호구포로857번길 23,인천광역시 남동구 구월동 1246,37.4589123690,126.7183307026,50,인천광역시 남동구,032-453-2686,남동경찰서,Y,,,2020-07-08,3530000,인천광역시 남동구
1,영등포구노인복지회관,서울특별시,영등포구,11560,서울특별시 영등포구 당산로 123,서울특별시 영등포구 당산동3가 385-1,37.5259636096,126.8963695056,30,서울특별시 영등포구,02-2670-3889,영등포경찰서,Y,3,6,2020-05-14,3180000,서울특별시 영등포구
1,영등포공원,서울특별시,영등포구,11560,서울특별시 영등포구 신길로 275,서울특별시 영등포구 영등포동 582-3,37.5161266252,126.9121285662,30,서울특별시 영등포구,02-2670-3889,영등포경찰서,N,0,5,2020-05-14,3180000,서울특별시 영등포구
1,메낙골공원,서울특별시,영등포구,11560,서울특별시 영등포구 신길1동 4934-4,서울특별시 영등포구 신길1동 4934-4,37.506849,126.915255,30,서울특별시 영등포구,02-2670-3889,영등포경찰서,N,0,6,2020-05-14,3180000,서울특별시 영등포구
1,대림어린이공원,서울특별시,영등포구,11560,서울특별시 영등포구 대림로 106,서울특별시 영등포구 대림동 870,37.4910037091,126.9037949027,30,서울특별시 영등포구,02-2670-3889,영등포경찰서,N,0,13,2020-05-14,3180000,서울특별시 영등포구
01,중랑노인전문요양원,서울특별시,중랑구,11260,서울특별시 중랑구 양원역로 38,서울특별시 중랑구 망우동 227,37.6043934682,127.1076802078,30,서울특별시 중랑구청,02-2094-2585,중랑경찰서,Y,,,2020-06-30,3060000,서울특별시 중랑구
01,중랑노인종합복지관,서울특별시,중랑구,11260,서울특별시 중랑구 겸재로9길 45,서울특별시 중랑구 면목동 178-8,37.588497,127.0778432662,30,서울특별시 중랑구청,02-2094-2585,중랑경찰서,Y,,,2020-06-30,3060000,서울특별시 중랑구
01,신내노인종합복지관,서울특별시,중랑구,11260,서울특별시 중랑구 신내로15길 175,서울특별시 중랑구 신내동 771-1,37.614874,127.087842,30,서울특별시 중랑구청,02-2094-2585,중랑경찰서,Y,,,2020-06-30,3060000,서울특별시 중랑구
1,대산3리 경로당,충청남도,서산시,44210,충청남도 서산시 대산읍 가로림로 73-6,,36.9423588,126.4221773876,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,대로1리 경로당,충청남도,서산시,44210,충청남도 서산시 대산읍 가로림로 264,,36.946828,126.4031949,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,오지2리 배낭골 경로당,충청남도,서산시,44210,충청남도 서산시 대산읍 가로림로 504,,36.9511097732,126.3780515551,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,오지2리 경로당,충청남도,서산시,44210,충청남도 서산시 대산읍 오지고창개길 4,,36.9540997062,126.3688579,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,기은1리 경로당,충청남도,서산시,44210,충청남도 서산시 대산읍 명지1로 142,,36.9694443229,126.397547,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,산동2리 동막 경로당,충청남도,서산시,44210,충청남도 서산시 인지면 인정로 838,,36.7064164,126.4329781,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,남정1리 정동 경로당,충청남도,서산시,44210,충청남도 서산시 인지면 마산로 311-17,,36.7471549,126.411526,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,강수2리 수현 경로당,충청남도,서산시,44210,충청남도 서산시 부석면 수현로 173,,36.7559157932,126.390603,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,대두2리 사양 경로당,충청남도,서산시,44210,충청남도 서산시 부석면 무학로 1002,,36.7064153118,126.3939828,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,칠전리 칠전 경로당,충청남도,서산시,44210,충청남도 서산시 부석면 칠전1길 133,,36.6794385657,126.387486,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,금학3리 경로당,충청남도,서산시,44210,충청남도 서산시 팔봉면 한월당로 704,,36.8085265057,126.398517,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,진장2리 경로당,충청남도,서산시,44210,충청남도 서산시 팔봉면 팔봉2로 25,,36.774304,126.3562464,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,연화리 경로당,충청남도,서산시,44210,충청남도 서산시 지곡면 문현로 533,,36.8548489,126.400286,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,중왕1리 경로당,충청남도,서산시,44210,충청남도 서산시 지곡면 왕산이로 464,,36.8763328981,126.3909689,30,충청남도 서산시청,041-660-2735,서산경찰서,Y,,,2020-06-26,4530000,충청남도 서산시
1,고남1리 경로당,충청남도,서산시,44210,충청남도 서산시 성연면 한월당로 870,,36.8166065399,126.4120436,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,일람1리 경로당,충청남도,서산시,44210,충청남도 서산시 성연면 사연동로 124,,36.811392,126.448352,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,평2리 경로당,충청남도,서산시,44210,충청남도 서산시 성연면 신당1로 27-6,,36.8390208,126.4700275,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,도당1리 경로당,충청남도,서산시,44210,충청남도 서산시 음암면 도당로 253,,36.8170062620,126.5302744,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,도당4리 개나리 아파트 경로당,충청남도,서산시,44210,충청남도 서산시 음암면 석동로 36,,36.8017707821,126.5151189751,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,율목1리 경로당,충청남도,서산시,44210,충청남도 서산시 음암면 서령로 532,,36.8168185,126.4925831,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,부산1리 경로당,충청남도,서산시,44210,충청남도 서산시 음암면 서령로 457,,36.8116567,126.4874541,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,부산2리 경로당,충청남도,서산시,44210,충청남도 서산시 음암면 서령로 383,,36.8068052762,126.482418,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,우리마을APT 경로당,충청남도,서산시,44210,충청남도 서산시 음암면 상홍2길 126-28,,36.7929455,126.5058574699,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,부장2리?4리 경로당,충청남도,서산시,44210,충청남도 서산시 음암면 음암로 479-3,,36.783134,126.5239107,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,고산리 경로당,충청남도,서산시,44210,충청남도 서산시 운산면 장생동로 215-3,,36.7866144992,126.628329,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,팔중리 경로당,충청남도,서산시,44210,충청남도 서산시 운산면 팔중길 38,,36.7937076,126.636725,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,여미리 경로당,충청남도,서산시,44210,충청남도 서산시 운산면 이문안길 64,,36.823351,126.5740665,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,원평리 경로당,충청남도,서산시,44210,충청남도 서산시 운산면 원평1로 3,,36.7664003,126.6311828,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,갈산1리?4리 경로당,충청남도,서산시,44210,충청남도 서산시 운산면 운암로 932,,36.8126088,126.5713225864,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,수당리 경로당,충청남도,서산시,44210,충청남도 서산시 운산면 장생동로 707,,36.8136108,126.5973866,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,수평1리 경로당,충청남도,서산시,44210,충청남도 서산시 운산면 장생동로 502,,36.8029114875,126.6151855,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,갈산3리 경로당,충청남도,서산시,44210,충청남도 서산시 운산면 무태울1길 5,,36.7970235435,126.5774205,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,귀밀리 경로당,충청남도,서산시,44210,충청남도 서산시 해미면 덕지천로 731,,36.7301443005,126.5065555742,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,반양1리 경로당,충청남도,서산시,44210,충청남도 서산시 해미면 관터로 26,,36.7196313,126.5401628,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,황락리 경로당,충청남도,서산시,44210,충청남도 서산시 해미면 황락1길 103-8,,36.71317294,126.5575048,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,오학리 경로당,충청남도,서산시,44210,충청남도 서산시 해미면 백학1길 48,,36.7217537,126.5523244144,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,저성리 경로당,충청남도,서산시,44210,충청남도 서산시 해미면 저성길 128-10,,36.7055399556,126.5232971,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,억대리 경로당,충청남도,서산시,44210,충청남도 서산시 해미면 덕지천로 859-3,,36.7265236,126.519376,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,동문43통 경로당,충청남도,서산시,44210,충청남도 서산시 율지13로 37,,36.7817267142,126.462367,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,동문71통 경로당,충청남도,서산시,44210,충청남도 서산시 한마음2로 43-9,,36.7775097,126.4566798,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,동문81통 경로당,충청남도,서산시,44210,충청남도 서산시 효행4로 7-2,,36.7782111,126.454494,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,동문82통 경로당,충청남도,서산시,44210,충청남도 서산시 한마음15로 63-1,,36.7759508,126.4556324,30,충청남도 서산시청,041-660-2735,서산경찰서,Y,,,2020-06-26,4530000,충청남도 서산시
1,주공3단지 경로당,충청남도,서산시,44210,충청남도 서산시 서해로 3456,,36.7724497757,126.4616998777,30,충청남도 서산시청,041-660-2735,서산경찰서,Y,,,2020-06-26,4530000,충청남도 서산시
1,취평2리 경로당,충청남도,서산시,44210,충청남도 서산시 부석면 취평 2길 18-25,,36.7138467,126.3936191,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,창리경로당,충청남도,서산시,44210,충청남도 서산시 부석면 무학로 110,,36.6367143,126.3730129,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,마룡리 경로당,충청남도,서산시,44210,충청남도 서산시 부석면 고잠1길 7,,36.65835089,126.3836582,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,지산3리 경로당,충청남도,서산시,44210,충청남도 서산시 부석면 인정로 588,,36.6879352042,126.4252289,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,월계1리 경로당,충청남도,서산시,44210,충청남도 서산시 부석면 흥천길 165,,36.731033,126.400294,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,양길1리 경로당,충청남도,서산시,44210,충청남도 서산시 팔봉면 한월당로474,,36.8224116,126.3806184,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,양길2리 경로당,충청남도,서산시,44210,충청남도 서산시 팔봉면 팔봉산로 177,,36.824126,126.3673919,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,어송2리 경로당,충청남도,서산시,44210,충청남도 서산시 팔봉면 어송6길 9-5,,36.7860741557,126.3671373,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,어송3리 경로당,충청남도,서산시,44210,충청남도 서산시 팔봉면 팔봉1로 180,,36.7965138753,126.3600322,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,금학2리 경로당,충청남도,서산시,44210,충청남도 서산시 팔봉면 한월당로 596,,36.8154286,126.390602,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,덕송2리 경로당,충청남도,서산시,44210,충청남도 서산시 팔봉면 팔봉1로 531,,36.8217501,126.3441064,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,대황1리 경로당,충청남도,서산시,44210,충청남도 서산시 팔봉면 문현로 94,,36.8329347085,126.3746615,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,흑석1리 경로당,충청남도,서산시,44210,충청남도 서산시 팔봉면 흑석중앙길 7,,36.8457358572,126.3764333,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,일람 3리 경로당,충청남도,서산시,44210,충청남도 서산시 성연면 사연동로 19,,36.8189349963,126.4419727,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,예덕1리 경로당,충청남도,서산시,44210,충청남도 서산시 성연면 솔예로 150,,36.847017,126.5001358,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,예덕2리 경로당,충청남도,서산시,44210,충청남도 서산시 성연면 솔예로 244,,36.8554169547,126.4999299,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,예덕3리 경로당,충청남도,서산시,44210,충청남도 서산시 성연면 솔예로 353,,36.8651970926,126.4994039,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,갈현1리 경로당,충청남도,서산시,44210,충청남도 서산시 성연면 두치로 132,,36.8277001814,126.4677653,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,갈현2리 경로당,충청남도,서산시,44210,충청남도 서산시 성연면 두치로 279-1,,36.824307,126.4808261,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,갈산2리 경로당,충청남도,서산시,44210,충청남도 서산시 운산면 회선동1길 123,,36.8050246245,126.5782361,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,석남4통 경로당,충청남도,서산시,44210,충청남도 서산시 동서1로 152-12,,36.767559,126.4537614,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,예천1통 경로당,충청남도,서산시,44210,충청남도 서산시 여전중앙길 108,,36.762846,126.4423196315,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,장2통 경로당,충청남도,서산시,44210,충청남도 서산시 낫머리길 130-6,,36.7384207684,126.4796274379,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,강수1리 장천경로당,충청남도,서산시,44210,충청남도 서산시 부석면 강경벌로 377,,36.7445227,126.3761511,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
1,남정2리 경로당,충청남도,서산시,44210,충청남도 서산시 고북면 고북3로 307,,36.68588321,126.5148853,30,충청남도 서산시청,041-660-2735,서산경찰서,N,,,2020-06-26,4530000,충청남도 서산시
